idproducto,nombre,unidad,imagen,descripcion,precio,categoria,catalogo
6255,50ml Polypropylene - Self-stnading with screw cap,500,productos/16-014.png,"50mL polypropylene, non-sterile, bulk ",,,16
6256,50ml Polypropylene - Self-stnading with screw cap,500,productos/16-014.png,"50mL polypropylene, STERILE, bulk ",,,16
9007,Cul-Tect™ Urine Culture Stabilizer with Boric Acid/Sodium Formate ,500,productos/16-015.png,"Cul-Tect, 12mL polystyrene (PS) tube with plug stopper",,,16
9000,Cul-Tect™ Urine Culture Stabilizer with Boric Acid/Sodium Formate ,500,productos/16-015.png,"Cul-Tect, 15mL polystyrene (PS) tube with screw cap ",,,16
9004,Cul-Tect™ Urine Culture Stabilizer with Boric Acid/Sodium Formate ,400,productos/16-015.png,"Cul-Tect, 30mL polystyrene (PS) self-standing tube with screw cap",,,16
9001,Cul-Tect™ Urine Culture Stabilizer with Boric Acid/Sodium Formate ,400,productos/16-015.png,Cul-Tect 90mL polypropylene (PP) container with screw cap,,,16
9003,Bori-Vial™ Urine Culture Stabilizer with Boric Acid,500,,"Bori-Vial, 10mL polypropylene (PP) self-standing vial with screwcap",,,16
9020,Bori-Vial™ Urine Culture Stabilizer with Boric Acid,400,,"Bori-Vial, 30mL polystyrene (PS) self-standing vial with screwcap",,,16
9003T,Sedi-Tect™ Urine Preservative System,"1,000",,"Sedi-Tect, 10mL polypropylene (PP) tube with screw cap",,,16
9005,Sedi-Tect™ Urine Preservative System,500,,"Sedi-Tect, 10mL polysytrene (PS) conical bottom tube with plug stopper ",,,16
9016,Sedi-Tect™ Urine Preservative System,500,,"Sedi-Tect, 12mL polystyrene (PS) flared-top urine centrifuge tube with snap cap ",,,16
9002,Sedi-Tect™ Urine Preservative System,500,,"Sedi-Tect, 15mL polystyrene (PS) test tube with screw cap ",,,16
9006,Sedi-Tect™ Urine Preservative System,400,,"Sedi-Tect, 30mL polystyrene (PS) vial with screw cap ",,,16
9009,Sedi-Tect™ Urine Preservative System,400,,"Sedi-Tect, 90mL polypropylene (PP) container with screw cap ",,,16
17-001,PSA,"96, 192 pruebas",productos/17-001.png,Marcadores Tumorales,,,17
17-002,PSA Libre,"96, 192 pruebas",productos/17-001.png,Marcadores Tumorales,,,17
17-003,AFP,"96, 192 pruebas",productos/17-001.png,Marcadores Tumorales,,,17
17-004,CEA,"96, 192 pruebas",productos/17-001.png,Marcadores Tumorales,,,17
17-005,Beta 2 Microglobulina,96 pruebas,productos/17-001.png,Marcadores Tumorales,,,17
17-006,F-Beta HCG,96 pruebas,productos/17-001.png,Marcadores Tumorales,,,17
17-007,CA 19-9,"96, 192 pruebas",productos/17-001.png,Marcadores Tumorales,,,17
17-008,CA 125,"96, 192 pruebas",productos/17-001.png,Marcadores Tumorales,,,17
17-009,CA 15-3,96 pruebas,productos/17-001.png,Marcadores Tumorales,,,17
17-010,Troponina !,"96, 192 pruebas",productos/17-002.png,Marcadores Cardiacos,,,17
17-011,Myoglobina,"96, 192 pruebas",productos/17-002.png,Marcadores Cardiacos,,,17
17-012,CKMB,"96, 192 pruebas",productos/17-002.png,Marcadores Cardiacos,,,17
17-013,Digoxina,96 pruebas,productos/17-002.png,Marcadores Cardiacos,,,17
17-014,PCR,96 pruebas,productos/17-002.png,Marcadores Cardiacos,,,17
17-015,T3,"96, 192, 480 pruebas",productos/17-003.png,Tiroides,,,17
17-016,T3 Libre,"96, 192, 480 pruebas",productos/17-003.png,Tiroides,,,17
17-017,T4,"96, 192, 480 pruebas",productos/17-003.png,Tiroides,,,17
17-018,T4 Libre,"96, 192, 480 pruebas",productos/17-003.png,Tiroides,,,17
17-019,TSH,"96, 192, 480 pruebas",productos/17-003.png,Tiroides,,,17
17-020,TSH Ultrasensitivo,"96, 192, 480 pruebas",productos/17-003.png,Tiroides,,,17
17-021,TBG,"96, 192 pruebas",productos/17-003.png,Tiroides,,,17
17-022,TG,96 pruebas,productos/17-003.png,Tiroides,,,17
17-023,T4 Neonatal,"96, 192, 480 pruebas",productos/17-004.png,Tiroides Neonatal,,,17
17-024,TSH Neonatal,"96, 192, 480 pruebas",productos/17-004.png,Tiroides Neonatal,,,17
17-025,TBG,"96, 192 pruebas",productos/17-004.png,Tiroides Neonatal,,,17
17-026,Toxoplasma IgG,96 pruebas,productos/17-005.png,Enfermedades Infecciosas,,,17
17-027,Toxoplasma IgM,96 pruebas,productos/17-005.png,Enfermedades Infecciosas,,,17
17-028,Rubella IgG,96 pruebas,productos/17-005.png,Enfermedades Infecciosas,,,17
17-029,Rubella IgM,96 pruebas,productos/17-005.png,Enfermedades Infecciosas,,,17
17-030,CMV IgG,96 pruebas,productos/17-005.png,Enfermedades Infecciosas,,,17
17-031,CMV IgM,96 pruebas,productos/17-005.png,Enfermedades Infecciosas,,,17
17-032,HSV I IgG,96 pruebas,productos/17-005.png,Enfermedades Infecciosas,,,17
17-033,HSV I IgM,96 pruebas,productos/17-005.png,Enfermedades Infecciosas,,,17
17-034,HSV II IgG,96 pruebas,productos/17-005.png,Enfermedades Infecciosas,,,17
17-035,HSV II IgM,96 pruebas,productos/17-005.png,Enfermedades Infecciosas,,,17
17-036,H. Pylori IgG (Cualitativo),96 pruebas,productos/17-005.png,Enfermedades Infecciosas,,,17
17-037,H. Pylori IgA (Cualitativo),96 pruebas,productos/17-005.png,Enfermedades Infecciosas,,,17
17-038,H. Pylori IgG (Cuantitativo),96 pruebas,productos/17-005.png,Enfermedades Infecciosas,,,17
17-039,H. Pylori IgM (Cuantitativo),96 pruebas,productos/17-005.png,Enfermedades Infecciosas,,,17
17-040,Estradiol,96 pruebas,productos/17-006.png,Hormonas (Esteroides),,,17
17-041,Progesterona,96 pruebas,productos/17-006.png,Hormonas (Esteroides),,,17
17-042,Testosterona,96 pruebas,productos/17-006.png,Hormonas (Esteroides),,,17
17-043,Testosterona Libre,96 pruebas,productos/17-006.png,Hormonas (Esteroides),,,17
17-044,Cortisol,96 pruebas,productos/17-006.png,Hormonas (Esteroides),,,17
17-045,LH,"96, 192 pruebas",productos/17-007.png,Fertilidad,,,17
17-046,FSH,"96, 192 pruebas",productos/17-007.png,Fertilidad,,,17
17-047,Prolactina,"96, 192 pruebas",productos/17-007.png,Fertilidad,,,17
17-048,PRL Secuencial,"96, 192 pruebas",productos/17-007.png,Fertilidad,,,17
17-049,HCG Cuantitativa,"96, 192 pruebas",productos/17-007.png,Fertilidad,,,17
17-050,HCG Visual,96 pruebas,productos/17-007.png,Fertilidad,,,17
17-051,C-Peptide,"96, 192 pruebas",productos/17-008.png,Diabetes,,,17
17-052,Insulina,"96, 192 pruebas",productos/17-008.png,Diabetes,,,17
17-053,Ferritina,96 pruebas,productos/17-009.png,Anemia,,,17
17-054,IgE,96 pruebas,productos/17-010.png,Alergia,,,17
17-055,HGH (Hormona del Crecimiento),96 pruebas,productos/17-011.png,Deficiencia de Crecimiento,,,17
AIT-101,Controles Universales Monobind,,productos/17-012.png,"Anti-Tiroglobulina & Tiroperoxidasa, Control - Positivo y Negativo",,,17
FC-300,Controles Universales Monobind,,productos/17-012.png,Control Alto de Fertilidad – Nivel Uno,,,17
222CM,Controles Universales Monobind,,productos/17-012.png,Diluyente para matriz Humana – Vial de 20ml ,,,17
MC-300,Controles Universales Monobind,,productos/17-012.png,Control Maternal – Nivel tres ,,,17
ML-300,Controles Universales Monobind,,productos/17-012.png,Control Multi-Ligas - Nivel Tres ,,,17
136CM,Controles Universales Monobind,,productos/17-012.png,Suero Diluyente - 20ml ,,,17
TG-300,Controles Universales Monobind,,productos/17-012.png,Control Tiroglobulina – Nivel Tres ,,,17
ML-9615,Sostén de unidad de sangre transparente,6/paq,,"- 4""L x 2.375""P x 3.125""A",,,1
ML-9616,Sostén de unidad de sangre amarillo,6/paq,,,,,1
ML-9617,Sostén de unidad de sangre Rojo,6/Paq.,,"- 4""L x 2.375""P x 3.125""A",,,1
ML-9618,Sostén de unidad de sangre Rojo,6/Paq.,," 4""L x 2.375""P x 3.125""A",,,1
ML-9619,Sostén de unidad de sangre Verde,,,"- 4""L x 2.375""P x 3.125""A",,,1
ML-9620,Gradilla para 8 unidades,1 ea.,,"-“18.25”L x5""W x 3.5""H",,,1
ML-5429,Rotador de Bolsas de Plaquetas,1 ea.,,con capacidad de 36 Bolsas,,,1
ML-6952,Rotador de Bolsas de 300 ml,1 ea.,,,,,1
ML-6441,Extractor de Plasma,1 ea.,,,,,1
ML-6865,Sellador Doble de Tubos Composeal™,1 ea.,,"Dueto - 6""W x 9.5""D x 7""H",,,1
ML-6866,Composeal™ Universal,1 ea.,,"- 6""W x 11""D x 10""H",,,1
ML-6862,Sellador Manual,,,"- 8.25""L x 2.5""W x 1.25""H",,,1
C826-C828,  Porta-Spin C826/C828,,,"- Fixed speed, 3500rpm
 
-6 or 8 place x 10ml tube (Ø16mm x 100mm) ",,,6
C-806-C808, PowerSpin™ FX C806/C808,,,"-Fixed speed, 3400rpm

-6 or 8 place x 10ml tube (Ø16mm x 100mm)
",,,6
C856-C858, PowerSpin™ LX C856/C858,,,"
-Linear Variable speed, 4000rpm

-6 or 8 place x 10ml tube (Ø16mm x 100mm)",,,6
C836-C838,PowerSpin™ HX C836/C838,,,"
-Variable Seed , up to 3500rpm, digital timer

-Horizontal 6 or 8 place rotor
",,,6
C822,PowerSpin™ HX C822,,,"-Fixed speed, 3400rpm, digital timer


-6 place x 10ml tube (Ø16mm x 100mm)
",,,6
C8724,"PowerSpin™DX
",,,"-24 place x 2 -15ml tube (Ø16mm x 100mm)
 

-6 place x 2 - 15ml tube (Ø17mm x 121mm)

-4 place x 2 - 50 ml tube

-4 place x 60 ml syringe
",,,6
C-MH30,C-MH30 Micro-Hematocrit ,,,"-Fixed speed, 12,000rpm

-24 place x capillary tubes",,,6
6C-NA1, PowerSpin™ BX,,,"-Variable speed centrifuge with 3 interchangable rotors:

-8 place x 10ml tube (Ø16mm x 100mm);  5000 rpm

-24 place x capillary tubes microhematocrit; 11000 rpm

-24 place x 2.0ml micro tubes; 11000 rpm ",,,6
M250,Microscopios UNICO – series M250,,,"<table>
	<tbody>
		<tr>
			<td></td>
			<td>M250</td>
			<td>M250LED</td>
			<td>M251</td>
			<td>M251LED</td>
			<td>M252</td>
			<td>M252LED</td>
		</tr>
		<tr>
			<td><b>Head</b></td>
			<td>Binocular</td>
			<td>Binocular</td>
			<td>Monocular</td>
			<td>Monocular</td>
			<td>Dual Head</td>
			<td>Dual Head </td>
		</tr>
		<tr>
			<td><b>Eyepiece</b></td>
			<td>10x WF (2)</td>
			<td>10x WF (2)</td>
			<td>10x WF</td>
			<td>10x WF</td>
			<td>10x WF (2)</td>
			<td>10x WF (2)</td>
		</tr>	
		<tr>
			<td><b>Objectives</b></td>
			<td>4, 10, 40, 100x</td>
			<td>4, 10, 40, 100x</td>
			<td>4, 10, 40, 100x</td>
			<td>4, 10, 40, 100x</td>
			<td>4, 10, 40, 100x</td>
			<td>4, 10, 40, 100x</td>
		</tr>	
		<tr>
			<td><b>Condenser</b></td>
			<td>NA1.25</td>
			<td>NA1.25</td>
			<td>NA1.25</td>
			<td>NA1.25</td>
			<td>NA1.25</td>
			<td>NA1.25</td>
		</tr>	
		<tr>
			<td><b>Diaphragm</b></td>
			<td>Iris</td>
			<td>Iris</td>
			<td>Iris</td>
			<td>Iris</td>
			<td>Iris</td>
			<td>Iris</td>
		</tr>	
		<tr>
			<td><b>Stage</b></td>
			<td>Mechanical</td>
			<td>Mechanical</td>
			<td>Mechanical</td>
			<td>Mechanical</td>
			<td>Mechanical</td>
			<td>Mechanical</td>
		</tr>
		<tr>
			<td><b>Illumination</b></td>
			<td>Halogen</td>
			<td>LED</td>
			<td>Halogen</td>
			<td>LED</td>
			<td>Halogen</td>
			<td>LED</td>
		</tr>
		<tr>
			<td><b>Focusing</b></td>
			<td>Coaxial</td>
			<td>Coaxial</td>
			<td>Coaxial</td>
			<td>Coaxial</td>
			<td>Coaxial</td>
			<td>Coaxial</td>
		</tr>											
	</tbody>
</table>",,,6
MG380,Microscopios UNICO – series G380,,,"<h2>Feautres</h2>
<table>
	<tbody>
		<tr>
			<td><b>Head</b></td>
			<td>Available with Monocular, Binocular, Dual View or Trinocular heads. Binocular and Trinocular heads feature Seidentopf optical design with 52 to 75 mm interpupilary distance adjustment. All rotate rotates 360° and lock in-place with a thumbscrew</td>
		</tr>
		<tr>
			<td><b>Coated Optics</b></td>
			<td> All optics feature the following coatings: Anti-Glare, Color Correction, Anti-Fungal</td>
		</tr>										
		<tr>
			<td><b>Eyepiece</b></td>
			<td> Standard with 10X High-Eyepoint widefield oculars. Standard widefield oculars are also available.  FN = 18 mm, optional 20 mm available</td>
		</tr>	
		<tr>
			<td><b>Objectives</b></td>
			<td>DIN Standard 4X, 10X, 40XP and 100XR (Oil) objectives. 40X and 100X objectives are 
				""R"", or retractable.<br>
				<b>Nosepiece:</b> 4 hole standard.<br>
				Options are: Achromat, Semi-Plan, or Plan Achromats. Simple Phase Contrast is available in 10X, 40X and 100X Semi-Plan.<br>
				4X = NA 0.10, 10X = NA 0.25, 40X = NA 0.65, 100X = NA 1.25.<br>
				<b>Focal Length:</b> 160 mm
			</td>
		</tr>	
		<tr>
			<td><b>Magnification</b></td>
			<td> With 10X eyepieces, standard magnification is 40X, 100X, 400X and 1,000X</td>
		</tr>	
		<tr>
			<td><b>Stand</b></td>
			<td>Sturdy cast metal frame with unique polymer accent panel, designed to provide stability while dissipating bulb heat</td>
		</tr>			
		<tr>
			<td><b>Condenser</b></td>
			<td>Features a focusable NA 1.25 Abbe condenser with port for optional Simple Phase Contrast Annulus insertion. Focusable for concentrated or diffuse lighting with rack and pinion movement</td>
		</tr>	
		<tr>
			<td><b>Focusing</b></td>
			<td>Smooth, extra-large graduated coaxial coarse and fine focus controls with tension adjustment to eliminate stage drift.  Adjustable to your personal preferences</td>
		</tr>			
		<tr>
			<td><b>Stage</b></td>
			<td>Built-in graduated mechanical stage with low-position coaxial X-Y controls. Ball bearing movement allows for smooth, precise adjustments. Stage size: 142 mm x 132 mm. Range of X-Y stage movement: 55 mm x 75 mm.  Spring loaded slide holder</td>
		</tr>
		<tr>
			<td><b>Illumination</b></td>
			<td>LED</td>
		</tr>
		<tr>
			<td><b>Iris Diaphragm</b></td>
			<td>Features adjustable Iris with metal leaf overlay design</td>
		</tr>
		<tr>
			<td><b>Electrical</b></td>
			<td> 110V-60 Hz to 240V-50 Hz, universal power supply. The fuse rating is 250V 1.5A. UL& CSA approved electrical parts</td>
		</tr>											
	</tbody>
</table>

<h2>Accessories</h2>
<p>Darkfield, Video, Photographic, digital imaging. </p>

<h2>Size and Weight</h2>
<table>
	<tbody>
		<tr>
			<td><b>Size</b></td>
			<td>9.5 in x 7.5 in x 16 in (240 mm x 190 mm x 410 mm)</td>
		</tr>
		<tr>
			<td><b>Shipping Size</b></td>
			<td>13.5 in x 10.5 in x 17.5 in (340 mm x 260 mm x 440 mm)</td>
		</tr>		
		<tr>
			<td><b>Weight</b></td>
			<td>14 lbs (6.4 kg)</td>
		</tr>	
		<tr>
			<td><b>Shipping Weight</b></td>
			<td>18 lbs (8.2 kg)</td>
		</tr>					
	</tbody>
</table>",,,6
M-H600,Microscopios UNICO – series H600,,,"<h2>Feautres</h2>
<table>
	<tbody>
		<tr>
			<td><b>Head</b></td>
			<td>Seidentopf binocular and trinocular heads. Each head rotates 360° and has a 30 inclination. The trinocular head accepts CCTV or 35 mm camera adapter. The light is split 80/20 by a high quality coated prism. Interpupillary distance is 55 to 75 mm</td>
		</tr>
		<tr>
			<td><b>Nosepiece</b></td>
			<td>A reverse 5 position nosepiece provides the user with easier slide insertion and manipulation as well as room for an extra objective for special applications. The precision ball bearings and internal stop assure operational ease and durability</td>
		</tr>										
		<tr>
			<td><b>Eyepiece</b></td>
			<td>WF10X/FN 18 eyepieces. A pointer or reticule can be added. High eyepoint oculars are available for those who wear glasses</td>
		</tr>	
		<tr>
			<td><b>Objectives</b></td>
			<td>All objectives are parfocal, parecentered and color-coded. The 40X and 100X are spring loaded with a choice of: Achromatic, Semi-plan, Plan, Semi-plan Phase, Fluorescent, and 20X and 60X are also available</td>
		</tr>	
		<tr>
			<td><b>Focus</b></td>
			<td>The low position coaxial coarse and fine focusing system designed to lessen user fatigue. The coarse focus tension control allows to increase or decrease the focusing tension. The safety stop prevents damage to objectives and specimens. The fine focusing is graduated at 0.002 mm</td>
		</tr>	
		<tr>
			<td><b>Stand</b></td>
			<td>Ruggedly constructed all metal stand and broad low profile base</td>
		</tr>			
		<tr>
			<td><b>Stage</b></td>
			<td>Newly designed heavy duty, built-in mechanical stage uses ball bearings and a dovetail mechanism. Low coaxial controls with large ( 130 mm x 160x mm) platform with X-Y travel of 76 mm x 50 mm graduated in 0.1 mm</td>
		</tr>	
		<tr>
			<td><b>Condenser</b></td>
			<td>Abbe condenser NA 1.25 with iris diaphragm and filter holder mounted in the adjustable substage to accommodate a phase annulus, ring, polarizer or a darkfield stop. Turret phase and darkfield condensers are available and can be installed quickly and easily</td>
		</tr>			
		<tr>
			<td><b>Illuminator</b></td>
			<td>Built-in 6V, 20W halogen illuminator with field diaphragm provides Koehler type illumination for clear, sharp images. The brightness intensity control is conveniently located and provides steady even illumination at all levels. The lamp compartment features a swing-out lamp socket/door for easy, instant lamp changes</td>
		</tr>
		<tr>
			<td><b>Electric</b></td>
			<td>UL & CSA approved electrical parts, three wire grounded electric cord</td>
		</tr>
		<tr>
			<td><b>Cover</b></td>
			<td>Plastic dust cover 19.5 x 19.5 x 21 inch</td>
		</tr>										
	</tbody>
</table>
",,,6
ML-3159,"Gradilla Completa 10"" x 2"" x .875""",,,,,,8
ML-3160BL,Segmento de reemplazo Azul,,,,,,8
ML3160GR,Segmento de reemplazo Verde,,,,,,8
ML-4930,Gradilla de 4 Líneas de 25 y 30 mm.,,,"7.75""L x 7""An x 1""Al",,,8
ML-4931,Gradilla de 4 Líneas,,,"de 25, 30 y 40 mm. 7.75""L x 7""An x 1.5""Al",,,8
ML-4932,"Gradilla de 3 Líneas de 25, y 30 mm.",,,"6.5""L x 6""An x 1""Al",,,8
ML-4933,"Gradilla de 3 Líneas de 25, y 30 mm.",,,"6.5""L x 6""An x 1.5""Al",,,8
